<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 2024050900 to 2024051223</B><hr><pre>Selected parameters:
 1 Field magnitude average, nT
 2 BX, nT (GSE, GSM)
 3 BY, nT (GSE)
 4 BZ, nT (GSE)
 5 BZ, nT (GSM)
 6 Speed, km/s
 7 Proton Density, n/cc
 8 Proton Temperature, K
 9 AE-index, nT
10 SYM/H, nT

YYYY DOY HR MN      1       2       3       4       5       6      7        8     9    10 
2024 130  0 32    2.48   -1.42    1.92    0.56    1.30   459.1   2.91  104909. 99999     4
2024 130  0 33    2.55   -1.43    2.02    0.54    1.32   460.7   2.71   88237. 99999     4
2024 130  0 34    2.52   -1.53    1.87    0.66    1.37   460.8   2.70   87040. 99999     4
2024 130  0 35    2.50   -1.47    1.91    0.59    1.32 99999.9 999.99 9999999. 99999     4
2024 130  0 36    2.48   -1.59    1.89    0.15    0.91   459.9   2.95  110257. 99999     4
2024 130  0 37    2.41   -1.57    1.81   -0.11    0.64   459.9   2.95  110257. 99999     4
2024 130  0 38    2.42   -1.62    1.76   -0.06    0.67 99999.9 999.99 9999999. 99999     4
2024 130  0 39    2.47   -1.83    1.63    0.01    0.68 99999.9 999.99 9999999. 99999     4
2024 130  0 40    2.46   -1.37    1.98    0.49    1.26   459.6   2.90  101700. 99999     4
2024 130  0 41    2.42   -1.08    2.02    0.75    1.51   459.6   2.90  101700. 99999     4
2024 130  0 42    2.49   -1.19    2.03    0.77    1.53   462.2   2.76   92961. 99999     4
2024 130  0 43    2.29   -1.00    1.90    0.79    1.50   462.4   2.75   92209. 99999     3
2024 130  0 44    2.40   -0.85    2.16    0.54    1.38   462.4   2.75   92209. 99999     3
2024 130  0 45    2.43   -1.19    2.08    0.27    1.10   461.4   2.84   95257. 99999     4
2024 130  0 46    2.50   -1.30    2.13   -0.12    0.76   461.4   2.84   95257. 99999     4
2024 130  0 47    2.51   -1.50    1.96   -0.36    0.47   461.4   2.84   95257. 99999     4
2024 130  0 48    2.50   -1.65    1.81   -0.46    0.32 99999.9 999.99 9999999. 99999     4
2024 130  0 49    2.55   -1.84    1.68   -0.53    0.20   454.2   3.20  117501. 99999     4
2024 130  0 50    2.56   -1.84    1.52   -0.88   -0.19   454.2   3.20  117501. 99999     4
2024 130  0 51    2.54   -1.34    2.06    0.05    0.88   461.3   3.01   93903. 99999     4
2024 130  0 52    2.53   -1.46    1.85    0.50    1.21   462.3   2.96   98010. 99999     4
2024 130  0 53    2.45   -1.27    1.80    0.36    1.06   460.2   3.08   89949. 99999     4
2024 130  0 54    2.44   -1.13    1.83    0.67    1.35   459.8   3.08   86885. 99999     4
2024 130  0 55    2.48   -1.04    2.09    0.22    1.05 99999.9 999.99 9999999. 99999     4
2024 130  0 56    2.49   -1.04    2.08    0.36    1.17 99999.9 999.99 9999999. 99999     4
2024 130  0 57    2.47   -1.17    2.03    0.43    1.21 99999.9 999.99 9999999. 99999     4
2024 130  0 58    2.40   -1.08    2.09   -0.03    0.82 99999.9 999.99 9999999. 99999     4
2024 130  0 59    2.47   -1.06    2.18    0.05    0.93   458.4   2.86   93062. 99999     4
2024 130  1  0    2.36   -0.79    2.19   -0.28    0.63   458.4   2.86   93062. 99999     4
2024 130  1  1    2.60   -1.02    2.27    0.09    1.00   460.5   2.99   92967. 99999     4
2024 130  1  2    2.54   -0.97    2.18   -0.06    0.82   460.5   2.99   92967. 99999     3
2024 130  1  3    2.66   -0.88    2.46   -0.43    0.59   460.5   2.99   92967. 99999     4
2024 130  1  4    2.67   -1.37    2.12    0.02    0.87 99999.9 999.99 9999999. 99999     4
2024 130  1  5    2.68   -0.91    2.45   -0.52    0.51 99999.9 999.99 9999999. 99999     3
2024 130  1  6    2.59   -1.00    2.31   -0.17    0.77 99999.9 999.99 9999999. 99999     4
2024 130  1  7    2.78   -0.95    2.55   -0.53    0.53 99999.9 999.99 9999999. 99999     3
2024 130  1  8    2.67   -0.94    2.38   -0.70    0.31 99999.9 999.99 9999999. 99999     3
2024 130  1  9    2.60   -0.88    2.32   -0.58    0.40 99999.9 999.99 9999999. 99999     3
2024 130  1 10    2.59   -0.79    2.28   -0.91    0.08 99999.9 999.99 9999999. 99999     3
2024 130  1 11    2.62   -0.69    2.33   -0.87    0.13 99999.9 999.99 9999999. 99999     3
2024 130  1 12    2.62   -0.50    2.49   -0.09    0.91   464.0   2.67   83318. 99999     4
2024 130  1 13    2.89   -0.73    2.73   -0.49    0.64   464.0   2.67   83274. 99999     3
2024 130  1 14    3.12   -0.71    2.99   -0.49    0.74   464.1   2.57   68750. 99999     3
2024 130  1 15    3.19   -0.68    3.07   -0.53    0.73   464.1   2.57   68750. 99999     3
2024 130  1 16    3.07   -0.95    2.87   -0.37    0.80 99999.9 999.99 9999999. 99999     3
2024 130  1 17    2.93   -1.10    2.71   -0.09    0.99   462.2   2.61   74452. 99999     3
2024 130  1 18    2.86   -1.19    2.56    0.41    1.39   462.2   2.61   74452. 99999     3
2024 130  1 19    2.99   -1.52    2.55    0.24    1.23   462.2   2.61   74452. 99999     3
2024 130  1 20    3.10   -1.59    2.64    0.08    1.12   457.4   2.88   88747. 99999     3
2024 130  1 21    2.96   -0.99    2.71    0.43    1.46   457.4   2.88   88747. 99999     3
2024 130  1 22    3.02   -0.89    2.77    0.63    1.67   464.9   2.71   71427. 99999     3
2024 130  1 23    2.92   -0.85    2.61   -0.38    0.68   464.9   2.71   71427. 99999     3
2024 130  1 24    2.95   -0.84    2.65   -0.22    0.84   464.9   2.71   71427. 99999     3
2024 130  1 25    2.97   -1.10    2.61   -0.04    0.99   461.9   2.79   79940. 99999     3
2024 130  1 26    2.72   -1.00    2.35   -0.32    0.63   459.8   2.86   82827. 99999     3
2024 130  1 27    2.42   -0.65    2.17   -0.14    0.72   458.0   2.91   85969. 99999     3
2024 130  1 28    2.46   -0.80    2.23   -0.02    0.85   467.8   2.85  110445. 99999     3
2024 130  1 29    2.65   -1.06    2.33   -0.32    0.62   465.2   2.75  102331. 99999     3
2024 130  1 30    2.86   -0.79    2.47    0.01    0.97   464.7   2.74  100886. 99999     3
2024 130  1 31    2.47   -0.82    2.10   -0.13    0.70   458.7   2.90   88515. 99999     3
2024 130  1 32    3.29   -2.14    2.41    0.71    1.59   458.7   2.90   88515. 99999     3
2024 130  1 33    3.11   -1.64    2.45    0.10    1.05 99999.9 999.99 9999999. 99999     3
2024 130  1 34    3.30   -2.19    2.35    0.70    1.56 99999.9 999.99 9999999. 99999     3
2024 130  1 35    3.22   -1.19    2.55    0.08    1.06   460.6   2.85   95883. 99999     3
2024 130  1 36    3.31   -1.36    2.53    0.08    1.06   460.6   2.85   95883. 99999     3
2024 130  1 37    3.26   -1.18    2.44   -0.02    0.93   460.6   2.85   95883. 99999     3
2024 130  1 38    3.17   -1.23    2.43   -0.14    0.81   463.1   2.60   70517. 99999     3
2024 130  1 39    3.30   -1.45    2.37    0.02    0.93   462.6   2.91   69955. 99999     3
2024 130  1 40    3.08   -1.14    2.30   -0.21    0.69   462.2   2.72   71734. 99999     3
2024 130  1 41    2.91    0.35    2.45   -0.29    0.68   470.3   2.81   79539. 99999     4
2024 130  1 42    2.61   -1.96    1.57   -0.45    0.19   464.9   3.20   87762. 99999     3
2024 130  1 43    2.53   -1.37    1.86   -0.59    0.17   462.5   3.27   88053. 99999     4
2024 130  1 44    2.49   -1.70    1.47   -0.72   -0.10   462.9   2.73  106773. 99999     4
2024 130  1 45    2.67   -1.54    1.74   -0.87   -0.14   462.9   2.73  106773. 99999     3
2024 130  1 46    2.57   -1.93    1.08   -0.67   -0.21   462.9   2.73  106773. 99999     3
2024 130  1 47    2.90   -0.47    2.18   -1.05   -0.14   470.2   2.88   79940. 99999     4
2024 130  1 48    2.77   -0.22    2.27   -1.18   -0.22   464.4   2.93   86439. 99999     3
2024 130  1 49    2.81   -0.84    1.99   -1.45   -0.58   457.8   3.04   98289. 99999     3
2024 130  1 50    2.54   -0.01    1.76   -1.37   -0.60   459.1   3.10  103995. 99999     2
2024 130  1 51    2.81   -0.93    1.78   -1.40   -0.62 99999.9 999.99 9999999. 99999     3
2024 130  1 52    2.74   -1.26    2.00   -1.10   -0.26   451.9   3.28   77843. 99999     3
2024 130  1 53    2.68   -1.49    1.43   -1.44   -0.79   452.7   3.24   80960. 99999     3
2024 130  1 54    2.41   -0.91    1.69   -0.89   -0.18   459.7   2.84  110308. 99999     3
2024 130  1 55    2.60   -0.99    2.27   -0.46    0.43   459.1   2.70  100086. 99999     4
2024 130  1 56    2.77   -1.19    2.16   -0.85    0.03   457.0   2.62   82646. 99999     3
2024 130  1 57    2.67   -0.90    2.31   -0.64    0.28   457.0   2.62   82646. 99999     3
2024 130  1 58    2.51   -1.06    1.71   -0.73   -0.03 99999.9 999.99 9999999. 99999     3
2024 130  1 59    2.91   -1.53    2.05   -0.46    0.35   465.3   2.64   69979. 99999     3
2024 130  2  0    2.95   -1.46    2.17   -0.25    0.58   465.3   2.64   69979. 99999     3
2024 130  2  1    2.96   -1.34    2.20   -0.19    0.65   463.7   2.57   70202. 99999     3
2024 130  2  2    2.88   -1.51    1.62   -0.91   -0.24   462.8   2.55   71772. 99999     3
2024 130  2  3    3.03   -2.10    1.69   -0.72   -0.03   457.4   2.95   98292. 99999     3
2024 130  2  4    2.87   -2.22    1.50   -0.43    0.16   454.7   3.11   76751. 99999     3
2024 130  2  5    2.87   -1.82    1.60   -0.11    0.50   456.4   3.19   67860. 99999     3
2024 130  2  6    2.98   -2.05    1.82   -0.62    0.10   455.4   3.08   82764. 99999     3
2024 130  2  7    3.00   -2.15    1.81   -0.48    0.23   452.9   3.38   62610. 99999     3
2024 130  2  8    2.92   -2.02    1.75   -0.49    0.20   454.0   3.26   73093. 99999     4
2024 130  2  9    2.82   -1.68    1.88   -0.33    0.39   454.5   3.07  112855. 99999     3
2024 130  2 10    2.74   -1.66    1.64   -0.86   -0.19   456.0   2.91   93497. 99999     4
2024 130  2 11    2.63   -1.68    1.79   -0.41    0.28   456.2   2.85   77785. 99999     4
2024 130  2 12    2.69   -1.82    1.74   -0.62    0.07   454.9   3.04   79162. 99999     4
2024 130  2 13    2.76   -1.73    1.37   -1.10   -0.52   461.7   3.11   95834. 99999     4
2024 130  2 14    2.48   -0.96    1.64   -0.59    0.06   461.7   3.11   95834. 99999     4
2024 130  2 15    2.81   -2.03   -0.14   -1.94   -1.86   448.2   3.20   73058. 99999     4
2024 130  2 16    2.70   -1.62    0.82   -1.50   -1.09   448.2   3.20   73058. 99999     4
2024 130  2 17    2.72   -1.57    0.48   -2.14   -1.81   448.7   3.19   72125. 99999     4
2024 130  2 18    2.78   -1.76    0.23   -2.15   -1.92   451.8   3.14   66405. 99999     4
2024 130  2 19    2.74   -0.94    1.45   -1.29   -0.67   451.8   3.14   66405. 99999     4
2024 130  2 20    2.59   -1.78    0.24   -1.86   -1.64   455.7   3.04  111449. 99999     4
2024 130  2 21    2.59   -1.97    0.37   -1.61   -1.36   455.7   3.04  111449. 99999     4
2024 130  2 22 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999. 99999     4
2024 130  2 23    2.56   -0.95    0.55   -2.14   -1.79 99999.9 999.99 9999999. 99999     4
2024 130  2 24    2.46   -1.48   -0.23   -1.93   -1.88 99999.9 999.99 9999999. 99999     4
2024 130  2 25    2.63   -1.37    0.93   -1.32   -0.89   455.7   3.12   94563. 99999     4
2024 130  2 26    2.68   -1.21    1.63   -0.98   -0.32   455.5   3.12   91936. 99999     4
2024 130  2 27    2.67   -1.33    1.69   -0.98   -0.30   455.6   2.90   90704. 99999     3
2024 130  2 28    2.73   -1.43    0.35   -1.81   -1.56   455.3   2.79   91509. 99999     4
2024 130  2 29    2.75   -1.28    0.33   -1.72   -1.48   455.1   2.88   95391. 99999     3
2024 130  2 30    2.62   -1.02    0.73   -1.48   -1.12   456.1   2.88   92196. 99999     3
2024 130  2 31    2.70   -1.11    0.60   -1.53   -1.21   460.3   2.75   87901. 99999     3
2024 130  2 32    2.79   -1.03    0.25   -1.82   -1.61   461.7   2.71   87021. 99999     3
2024 130  2 33    2.74   -0.62    1.49   -1.32   -0.70   455.3   2.91   90896. 99999     4
2024 130  2 34    2.89   -0.47    2.20   -1.00   -0.15   460.6   2.75   75759. 99999     4
2024 130  2 35    2.78   -1.03    2.15   -0.53    0.27   462.0   2.71   71552. 99999     4
2024 130  2 36    2.95   -1.10    2.67   -0.28    0.69   458.8   2.68   72931. 99999     4
2024 130  2 37    3.10   -0.57    3.05   -0.03    1.06   458.8   2.68   72931. 99999     4
2024 130  2 38    3.12   -0.65    2.98   -0.39    0.70   459.1   2.64   80159. 99999     4
2024 130  2 39    3.21   -0.27    3.18    0.11    1.23   459.2   2.64   79826. 99999     4
2024 130  2 40    3.17   -0.27    3.16   -0.14    0.99   463.1   2.59   68608. 99999     4
2024 130  2 41    3.18   -0.53    3.13   -0.17    0.95   463.2   2.59   68261. 99999     4
2024 130  2 42    3.07   -0.59    2.71   -0.49    0.50   459.4   2.62   69938. 99999     4
2024 130  2 43    3.17   -0.63    2.49   -0.23    0.66   459.4   2.62   69938. 99999     4
2024 130  2 44    3.12   -0.64    2.54    0.17    1.05   456.9   2.91   89802. 99999     4
2024 130  2 45    2.72   -0.56    1.74   -0.11    0.51   458.9   2.83   86980. 99999     4
2024 130  2 46    2.95   -0.32    2.26   -0.24    0.57   462.1   2.69   76535. 99999     4
2024 130  2 47    2.54   -0.40    1.52   -0.25    0.30   461.5   2.65   70924. 99999     4
2024 130  2 48    2.66   -0.46    0.53   -2.36   -2.03   459.5   2.87   92824. 99999     4
2024 130  2 49    3.08   -0.05    1.92   -0.76   -0.04   459.5   2.87   92824. 99999     4
2024 130  2 50    3.03    0.08    1.78   -1.06   -0.37 99999.9 999.99 9999999. 99999     4
2024 130  2 51    3.03    0.21    1.49   -1.41   -0.80 99999.9 999.99 9999999. 99999     4
2024 130  2 52    2.90    0.03    2.02    0.20    0.89   463.4   2.41   71587. 99999     4
2024 130  2 53    3.01    0.10    1.51   -0.67   -0.10   463.6   2.55   72758. 99999     4
2024 130  2 54    2.81   -0.35    2.01    0.54    1.20   463.7   2.66   73563. 99999     4
2024 130  2 55    2.74   -0.77    1.58   -0.81   -0.21   457.8   2.75   80778. 99999     3
2024 130  2 56    2.98   -0.65    0.03   -2.78   -2.60   457.8   2.75   80861. 99999     3
2024 130  2 57    2.98   -0.48    0.37   -2.39   -2.12   456.1   2.91   93299. 99999     3
2024 130  2 58    2.78   -0.26    0.39   -2.72   -2.42   461.7   2.72   76193. 99999     3
2024 130  2 59    2.85   -0.44    0.83   -2.65   -2.20   461.8   2.63   72701. 99999     3
2024 130  3  0    3.04    0.35    1.17   -2.78   -2.21   461.3   2.61   72973. 99999     3
2024 130  3  1    2.92   -0.42    1.10   -1.52   -1.05 99999.9 999.99 9999999. 99999     3
2024 130  3  2    2.99    0.14    1.45   -2.61   -1.96 99999.9 999.99 9999999. 99999     3
2024 130  3  3    2.69   -0.01    1.22   -2.38   -1.82 99999.9 999.99 9999999. 99999     2
2024 130  3  4    3.03    0.76    2.24   -1.87   -1.00   461.9   2.62   83902. 99999     2
2024 130  3  5    3.00    0.69    2.08   -2.04   -1.21   461.9   2.62   83902. 99999     2
2024 130  3  6    3.05    0.82    1.91   -2.23   -1.45 99999.9 999.99 9999999. 99999     2
2024 130  3  7    3.05    0.82    1.91   -2.23   -1.45 99999.9 999.99 9999999. 99999     2
2024 130  3  8    3.04    0.89    1.96   -2.14   -1.35 99999.9 999.99 9999999. 99999     2
2024 130  3  9    3.00   -0.27    2.02   -1.93   -1.13 99999.9 999.99 9999999. 99999     2
2024 130  3 10    3.00   -1.33    2.03   -1.75   -0.96 99999.9 999.99 9999999. 99999     2
2024 130  3 11    3.04   -0.91    1.94   -1.84   -1.08 99999.9 999.99 9999999. 99999     2
2024 130  3 12    3.03   -0.22    2.08   -1.98   -1.17 99999.9 999.99 9999999. 99999     2
2024 130  3 13    3.05   -1.60    1.92   -1.67   -0.93 99999.9 999.99 9999999. 99999     2
2024 130  3 14    3.01   -0.32    1.99   -2.02   -1.24   454.7   2.75   88238. 99999     2
2024 130  3 15    3.06   -0.88    1.97   -1.87   -1.11   456.3   2.71   86167. 99999     2
2024 130  3 16    2.94   -1.69    1.90   -1.43   -0.72   461.4   2.53   79363. 99999     2
2024 130  3 17    3.10    0.25    1.96   -2.27   -1.49   462.8   2.49   77539. 99999     2
2024 130  3 18    2.96   -1.52    1.98   -1.58   -0.83 99999.9 999.99 9999999. 99999     2
2024 130  3 19    2.74   -0.45    2.08   -1.42   -0.65 99999.9 999.99 9999999. 99999     2
2024 130  3 20    2.93   -1.36    2.00   -1.62   -0.87 99999.9 999.99 9999999. 99999     2
2024 130  3 21    2.79   -0.62    1.95   -1.63   -0.89 99999.9 999.99 9999999. 99999     2
2024 130  3 22    2.88   -1.05    2.32   -1.36   -0.52 99999.9 999.99 9999999. 99999     2
2024 130  3 23    3.00   -0.96    1.96   -1.87   -1.12 99999.9 999.99 9999999. 99999     2
2024 130  3 24    3.02   -1.66    1.62   -1.85   -1.22 99999.9 999.99 9999999. 99999     2
2024 130  3 25    3.02   -1.03    1.72   -2.00   -1.33 99999.9 999.99 9999999. 99999     1
2024 130  3 26    2.94   -1.33    1.36   -1.93   -1.38   453.8   2.84   88793. 99999     1
2024 130  3 27    2.84   -0.70    0.33   -2.29   -2.06   458.0   2.75   79602. 99999     2
2024 130  3 28    2.87   -1.19    0.03   -2.21   -2.08   464.5   2.63   65207. 99999     2
2024 130  3 29    3.01   -1.44    1.12   -2.21   -1.73 99999.9 999.99 9999999. 99999     2
2024 130  3 30    2.97   -0.50    2.06   -1.83   -1.06   457.2   3.01   96027. 99999     2
2024 130  3 31    2.99   -1.32    1.65   -2.03   -1.39   457.2   3.01   96027. 99999     2
2024 130  3 32    2.90   -1.13    0.48   -2.36   -2.08   455.2   2.90   85006. 99999     1
2024 130  3 33    2.87   -0.91    0.01   -2.51   -2.37   458.0   2.88   87739. 99999     1
2024 130  3 34    2.87   -1.15   -0.19   -2.51   -2.44   456.4   3.08   91820. 99999     1
2024 130  3 35    2.92   -1.32   -0.05   -2.50   -2.38   455.8   2.82   81805. 99999     1
2024 130  3 36    2.88   -0.98    0.38   -2.38   -2.13   458.4   2.72   82065. 99999     1
2024 130  3 37    2.75   -1.20   -0.33   -2.23   -2.22   456.2   3.10   99516. 99999     1
2024 130  3 38    2.74   -0.75    0.02   -2.13   -2.01   456.3   3.05   97716. 99999     0
2024 130  3 39    2.85   -0.83   -0.82   -2.06   -2.21   456.9   2.82   85578. 99999     1
2024 130  3 40    2.79   -0.67    0.56   -1.46   -1.21   458.6   2.88   86454. 99999     1
2024 130  3 41    2.84   -0.82    1.26   -1.10   -0.64   458.6   2.91   88695. 99999     0
2024 130  3 42    3.05   -0.62    2.89   -0.72    0.23   457.7   2.75   79457. 99999     1
2024 130  3 43    2.74   -0.49    2.48   -0.91   -0.08   457.9   2.75   78884. 99999     0
2024 130  3 44    2.89    0.17    2.73   -0.23    0.64   461.1   2.70   71178. 99999     0
2024 130  3 45    2.86   -0.27    2.64   -0.46    0.39   459.4   2.76   72299. 99999     0
2024 130  3 46    2.86    0.25    2.58   -0.06    0.75   462.3   2.71   73969. 99999     1
2024 130  3 47    2.99    0.72    2.77    0.47    1.31   462.8   2.85   77355. 99999     1
2024 130  3 48    2.99    0.85    2.70    0.50    1.32   463.9   2.78   77063. 99999     1
2024 130  3 49    2.97    0.73    2.62    0.16    0.97   464.8   2.62   75071. 99999     2
2024 130  3 50    2.96    0.72    2.83    0.06    0.94   464.3   2.64   74571. 99999     2
2024 130  3 51    2.94    0.82    2.69    0.45    1.26   464.3   2.70   78670. 99999     3
2024 130  3 52    2.84    0.35    2.19   -0.53    0.18 99999.9 999.99 9999999. 99999     4
2024 130  3 53    3.03    0.67    2.58    1.03    1.78 99999.9 999.99 9999999. 99999     4
2024 130  3 54    3.02    0.07    2.18   -2.10   -1.32 99999.9 999.99 9999999. 99999     4
2024 130  3 55    3.05    0.57    2.55    0.37    1.14   464.8   2.79   74494. 99999     4
2024 130  3 56    3.05    0.95    2.64    1.18    1.93   464.8   2.79   74494. 99999     4
2024 130  3 57    3.03    0.04    2.21   -2.07   -1.29 99999.9 999.99 9999999. 99999     5
2024 130  3 58    3.06   -0.02    2.78    0.91    1.72 99999.9 999.99 9999999. 99999     5
2024 130  3 59    3.01   -0.23    2.89    0.81    1.65 99999.9 999.99 9999999. 99999     4
2024 130  4  0    3.01   -0.23    2.89    0.81    1.65 99999.9 999.99 9999999. 99999     4
2024 130  4  1    2.86   -0.61    2.66    0.38    1.17 99999.9 999.99 9999999. 99999     4
2024 130  4  2    2.68   -1.21    2.38   -0.05    0.67   454.0   2.89   88840. 99999     4
2024 130  4  3    2.99   -0.78    2.78    0.05    0.89   454.0   2.89   88840. 99999     4
2024 130  4  4    3.00   -0.69    2.86    0.06    0.92   454.4   2.88   87726. 99999     4
2024 130  4  5    3.01   -0.24    2.85    0.06    0.92   459.1   2.71   71600. 99999     4
2024 130  4  6    2.97   -0.09    2.82   -0.21    0.65   458.7   2.70   70395. 99999     4
2024 130  4  7    2.98   -0.40    2.64   -0.74    0.09 99999.9 999.99 9999999. 99999     4
2024 130  4  8    2.82   -0.71    2.30   -1.45   -0.69 99999.9 999.99 9999999. 99999     3
2024 130  4  9    3.01   -0.41    2.18   -1.73   -1.00 99999.9 999.99 9999999. 99999     3
2024 130  4 10    3.04   -0.34    1.68   -2.38   -1.77   457.8   2.73   68626. 99999     3
2024 130  4 11    3.14   -0.30    1.53   -2.70   -2.12   457.6   2.73   70612. 99999     3
2024 130  4 12    3.02   -0.34    1.86   -2.34   -1.68   458.0   3.02   74276. 99999     3
2024 130  4 13    3.03   -0.16    2.12   -2.03   -1.31   457.7   2.91   78662. 99999     2
2024 130  4 14    3.07   -0.19    1.83   -2.43   -1.78   458.1   2.85   77705. 99999     2
2024 130  4 15    2.80   -0.25    1.93   -1.94   -1.28   459.1   2.95   74539. 99999     2
2024 130  4 16    2.99   -0.37    1.80   -2.28   -1.65   459.1   2.95   74537. 99999     2
2024 130  4 17    3.21   -0.11    1.78   -2.67   -2.03 99999.9 999.99 9999999. 99999     2
2024 130  4 18    3.22   -0.12    1.61   -2.77   -2.18   458.8   2.93   81221. 99999     2
2024 130  4 19    3.22   -0.20    1.59   -2.77   -2.18   458.8   2.91   80372. 99999     2
2024 130  4 20    3.20   -0.30    1.41   -2.82   -2.29   459.2   2.73   75759. 99999     2
2024 130  4 21    3.22   -0.42    1.31   -2.89   -2.38   458.1   2.63   65893. 99999     2
2024 130  4 22    3.21   -0.25    0.66   -3.07   -2.75   459.0   2.70   71661. 99999     2
2024 130  4 23    3.22   -0.54    0.39   -3.14   -2.89   457.1   2.69   75731. 99999     2
2024 130  4 24    3.23   -0.66    0.45   -3.12   -2.86   457.1   2.69   75731. 99999     2
2024 130  4 25    3.18   -0.67    0.27   -3.09   -2.88 99999.9 999.99 9999999. 99999     3
2024 130  4 26    3.20   -0.71    0.37   -3.10   -2.86 99999.9 999.99 9999999. 99999     3
2024 130  4 27 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999. 99999     3
2024 130  4 28    3.19   -0.67    0.56   -3.04   -2.75 99999.9 999.99 9999999. 99999     3
2024 130  4 29    3.21   -1.04    1.68   -2.33   -1.75   453.7   2.93   89350. 99999     2
2024 130  4 30    3.05   -1.65    0.57   -2.35   -2.09   453.7   2.93   89350. 99999     2
2024 130  4 31    3.05   -1.92   -0.47   -2.26   -2.30   453.7   2.93   89350. 99999     2
2024 130  4 32    3.07   -1.34   -0.10   -2.46   -2.39 99999.9 999.99 9999999. 99999     2
2024 130  4 33    3.06   -1.30    0.27   -2.12   -1.96   452.0   2.95  110102. 99999     2
2024 130  4 34    3.00   -1.81   -0.64   -2.23   -2.32   452.0   2.95  110102. 99999     3
